run_id,run_id,experiment_id,slurm_job_id,start_time,update_time,node,size,depth,shape,dataset,learning_rate,batch_size,optimizer,is_gpu,batch,energy,run_time,filter_1,filter_2,filter_3,filter_3_stdevs,filter,start_time_int,start_offset,power,num_reps,std_power,std_energy,energy_overhead,non_overhead_energy,runtime_overhead,non_overhead_runtime
005aeeba-e66e-49e6-ae8d-c69a1b0deda1,005aeeba-e66e-49e6-ae8d-c69a1b0deda1,2138931,10430433,2022-10-20 23:49:43.490095+00:00,2022-10-20 23:52:55.821361+00:00,r3i2n29,128,20,wide_first_16x,banana,1e-04,256,Adam,0,energy_4_cpu_extra_shapes,61681.49126399987,192.331266,False,False,False,0.2740752045777179,False,1666309783490095000,2414779766900000,320.7044415960943,1,320.7044415960943,61681.49126399987,14028.665572999802,47652.82569100007,52.8839136,139.4473524
005ba1dc-290d-455b-a401-8e5be48b51b4,005ba1dc-290d-455b-a401-8e5be48b51b4,2045368,10370360,2022-10-02 03:20:28.879081+00:00,2022-10-02 06:21:32.583321+00:00,r8i0n20,4194304,5,exponential,sleep,1e-04,256,Adam,0,energy_2_cpu,3720480.333529,10863.70424,False,False,False,1.2318569733644116,False,1664680828879081000,785825155886000,342.46885328765177,1,342.46885328765177,3720480.333529,14028.665572999802,3706451.667956,52.8839136,10810.820326399999
005c82e3-5201-4677-a28b-0394e21d71d8,005c82e3-5201-4677-a28b-0394e21d71d8,2029368,10370712,2022-10-02 03:39:38.679132+00:00,2022-10-02 03:45:02.051757+00:00,r8i1n17,131072,7,exponential,529_pollen,1e-04,256,Adam,0,energy_2_cpu,107658.03093899977,323.372625,False,False,False,0.4420164325039324,False,1664681978679132000,786974955937000,332.9225253343562,1,332.9225253343562,107658.03093899977,14028.665572999802,93629.36536599997,52.8839136,270.48871140000006
005e54d6-12c4-4c06-a679-b7dd92da0958,005e54d6-12c4-4c06-a679-b7dd92da0958,2091067,10430419,2022-10-19 23:50:13.992897+00:00,2022-10-20 00:06:47.838055+00:00,r2i0n30,8388608,14,rectangle,529_pollen,1e-04,256,Adam,0,energy_3_cpu_extra_depths,361694.523946,993.845158,False,False,False,0.1793842664066541,False,1666223413992897000,2328410269702000,363.9344831883761,1,363.9344831883761,361694.523946,14028.665572999802,347665.85837300017,52.8839136,940.9612443999999
005f13fb-50cb-4fdb-850f-a2b3b958eaa5,005f13fb-50cb-4fdb-850f-a2b3b958eaa5,1895377,10371006,2022-10-02 05:22:33.162219+00:00,2022-10-02 05:50:23.538711+00:00,r4i5n3,2048,6,wide_first_2x,adult,1e-04,256,Adam,0,energy_2_cpu,581563.7684979999,1670.376492,False,False,False,0.1755393144320507,False,1664688153162219000,793149439024000,348.16328611142825,4,348.16328611142825,581563.7684979999,14028.665572999802,567535.102925,52.8839136,1617.4925784000002
005f2b8f-e5cf-4093-9930-0616f7a6e149,005f2b8f-e5cf-4093-9930-0616f7a6e149,1896657,10430730,2022-10-20 20:31:50.079272+00:00,2022-10-20 20:34:24.693888+00:00,r6i1n24,128,20,wide_first_8x,529_pollen,1e-04,256,Adam,0,energy_4_cpu_extra_shapes,45311.53480799976,154.614616,False,False,False,0.2560704463455682,False,1666297910079272000,2402906356077000,293.0611347118681,2,293.0611347118681,45311.53480799976,14028.665572999802,31282.869234999955,52.8839136,101.73070240000001
005f4cd6-70b8-48ab-a98a-2b2d0f8afaec,005f4cd6-70b8-48ab-a98a-2b2d0f8afaec,1945844,10430641,2022-10-20 18:30:48.827877+00:00,2022-10-20 18:37:55.393235+00:00,r4i2n7,32768,10,wide_first_4x,wine_quality_white,1e-04,256,Adam,0,energy_4_cpu_extra_shapes,140168.09341399968,426.565358,False,False,False,0.3116596572595618,False,1666290648827877000,2395645104682000,328.5969917275835,1,328.5969917275835,140168.09341399968,14028.665572999802,126139.42784099988,52.8839136,373.68144440000003
006129c6-8cf0-441e-8d48-510403ae5111,006129c6-8cf0-441e-8d48-510403ae5111,2090719,10343508,2022-09-30 12:09:42.878887+00:00,2022-09-30 12:20:08.790363+00:00,r10i3n25,8388608,7,rectangle,529_pollen,1e-04,256,Adam,0,energy_2_cpu,236596.2211289999,625.911476,False,False,False,0.8042954915239297,False,1664539782878887000,644779155692000,378.0026891997741,1,368.0026891997741,230337.10636899987,14028.665572999802,216308.44079600007,52.8839136,573.0275624
00616030-ebcd-4bb2-95d2-a1c06b8f3b10,00616030-ebcd-4bb2-95d2-a1c06b8f3b10,1977667,10370585,2022-10-02 03:41:37.108528+00:00,2022-10-02 04:45:53.125065+00:00,r6i5n25,262144,7,exponential,adult,1e-04,256,Adam,0,energy_2_cpu,1248751.538855,3856.016537,False,False,False,0.0158858148180354,False,1664682097108528000,787093385333000,323.8449645826817,1,323.8449645826817,1248751.538855,14028.665572999802,1234722.8732820002,52.8839136,3803.1326234
00639013-4ec3-412c-bab4-ed8bef686e0a,00639013-4ec3-412c-bab4-ed8bef686e0a,1879379,10370972,2022-10-02 05:22:33.137022+00:00,2022-10-02 09:16:40.497213+00:00,r4i4n5,4194304,6,wide_first_2x,537_houses,1e-04,256,Adam,0,energy_2_cpu,3672411.657451,14047.360191000002,False,False,False,2.013251724764319,False,1664688153137022000,793149413827000,261.43073200357435,4,261.43073200357435,3672411.6574510005,14028.665572999802,3658382.9918780006,52.8839136,13994.476277400001
00672d30-820a-4940-ac7b-c27728836780,00672d30-820a-4940-ac7b-c27728836780,1895046,10430321,2022-10-20 14:29:47.704698+00:00,2022-10-20 14:33:48.223337+00:00,r2i7n18,65536,5,wide_first_8x,529_pollen,1e-04,256,Adam,0,energy_4_cpu_extra_shapes,74820.72625899984,240.518639,False,False,False,0.6266731352604937,False,1666276187704698000,2381183981503000,311.08078180585346,2,311.08078180585346,74820.72625899984,14028.665572999802,60792.06068600004,52.8839136,187.6347254
0067cc46-2381-4513-87ec-e50bb3ef81ab,0067cc46-2381-4513-87ec-e50bb3ef81ab,1914741,10430446,2022-10-20 18:39:09.916813+00:00,2022-10-20 19:28:26.893151+00:00,r4i1n0,1048576,4,wide_first_4x,adult,1e-04,256,Adam,0,energy_4_cpu_extra_shapes,995939.280271,2956.9763380000004,False,False,False,0.9033212189218284,False,1666291149916813000,2396146193618000,336.81002701043593,1,336.81002701043593,995939.2802710001,14028.665572999802,981910.6146980003,52.8839136,2904.0924244000003
0067f265-a88c-4241-b40b-8bee804f8c8a,0067f265-a88c-4241-b40b-8bee804f8c8a,1979682,10430542,2022-10-20 19:53:47.005313+00:00,2022-10-20 20:01:19.232696+00:00,r6i6n35,2048,18,rectangle_residual,294_satellite_image,1e-04,256,Adam,0,energy_3_cpu_extra_depths,160844.74221699973,452.227383,False,False,False,1.3020091904146478,False,1666295627005313000,2400623282118000,355.67227519479894,1,355.67227519479894,160844.74221699973,14028.665572999802,146816.07664399993,52.8839136,399.3434694
