run_id,params,depth,epochs,batch_size,target,family,source_dataset,is_gpu,n_observations,n_features,n_classes,task_encoded,imbalance,power,duration,shape_exponential,shape_rectangle,shape_rectangle_residual,shape_trapezoid,shape_wide_first_16x,shape_wide_first_2x,shape_wide_first_4x,shape_wide_first_8x,group_key
0027f496-4858-423c-a409-d3e2ca57d2e9,8192,10,3000,256,579754.7261269998,MLP,BUTTER-E,0,67557.0,42.0,3.0,1.0,0.2546625519372754,286.4324610504483,2024.053852,0,1,0,0,0,0,0,0,8192|10|0|67557.0|rectangle
0028908d-49ea-4ffe-8873-bf133c5a5764,1024,6,3000,256,45801.18173799972,MLP,BUTTER-E,0,3848.0,4.0,3784.0,0.0,4.250269277695601e-06,302.85295755426097,151.23240700000002,0,0,1,0,0,0,0,0,1024|6|0|3848.0|rectangle_residual
002984aa-e522-46df-befb-a961398288a3,4096,14,3000,256,982329.164213,MLP,BUTTER-E,0,67557.0,42.0,3.0,1.0,0.2546625519372754,327.78340393691576,2996.884993,0,0,0,0,1,0,0,0,4096|14|0|67557.0|wide_first_16x
002a895e-cd92-4b43-9419-8ac11f98c043,16777216,18,3000,256,6699535.296015002,MLP,BUTTER-E,0,48842.0,14.0,2.0,1.0,0.2718959907996784,350.57277520337004,19110.255473,0,0,0,0,0,0,1,0,16777216|18|0|48842.0|wide_first_4x
002b9da0-87d6-4d59-a158-3650718dbe04,128,16,3000,256,147937.79649299977,MLP,BUTTER-E,0,12958.0,8.0,4.0,1.0,0.0900899366400157,326.1410643392755,453.6006430000001,0,0,0,0,0,0,0,1,128|16|0|12958.0|wide_first_8x
0030778a-5071-4d46-8582-177844c613fb,2048,6,3000,256,47522.26453099968,MLP,BUTTER-E,0,4898.0,11.0,7.0,1.0,0.2119743377393727,296.2654091568212,160.40436400000002,0,0,0,0,0,1,0,0,2048|6|0|4898.0|wide_first_2x
00307e42-4aa4-4ebf-8cc9-482deb0f0fb8,524288,14,3000,256,3385359.542847,MLP,BUTTER-E,0,105908.0,13.0,5.0,1.0,0.1484938125639567,340.6258705468939,9938.644817,0,0,0,1,0,0,0,0,524288|14|0|105908.0|trapezoid
003259bf-40f5-4235-86b0-c2beeb82abcf,1048576,9,3000,256,450035.99626799993,MLP,BUTTER-E,0,15000.0,48.0,11.0,0.0,0.3746815528888889,307.3601423360847,1464.197644,1,0,0,0,0,0,0,0,1048576|9|0|15000.0|exponential
003599fb-537f-4c3b-87a1-3fde09773f3f,1024,14,3000,256,316074.340084,MLP,BUTTER-E,0,12958.0,8.0,4.0,1.0,0.0900899366400157,372.7368939732688,847.982438,0,0,0,0,0,0,0,1,1024|14|0|12958.0|wide_first_8x
003ac063-56f7-436f-bc17-65e416ee4dd2,4194304,20,3000,256,1939430.294767,MLP,BUTTER-E,0,20640.0,8.0,3842.0,0.0,0.0025041112046606,348.1765597748735,5570.249462000001,0,0,1,0,0,0,0,0,4194304|20|0|20640.0|rectangle_residual
003d1f99-78e3-4d7b-91af-d08259094f19,1024,2,3000,256,53822.993688,MLP,BUTTER-E,0,5300.0,2.0,2.0,1.0,0.0106907796368814,332.4915892584626,161.87776000000002,0,1,0,0,0,0,0,0,1024|2|0|5300.0|rectangle
00432ea5-6eb3-4820-bfb5-fbf02204f0a3,2048,16,3000,256,143996.6190469997,MLP,BUTTER-E,0,6435.0,36.0,6.0,0.0,0.0276087321122286,340.80011907599,422.525143,0,0,0,0,0,1,0,0,2048|16|0|6435.0|wide_first_2x
00446357-1e21-4ef3-be2f-9b6e0aa612bb,4194304,16,3000,256,415870.80943199975,MLP,BUTTER-E,0,6435.0,36.0,6.0,0.0,0.0276087321122286,342.391206671263,1214.607155,0,1,0,0,0,0,0,0,4194304|16|0|6435.0|rectangle
0045c1e8-cf40-4cdd-a1a1-caeb0778680b,16777216,4,3000,256,4135132.6275710007,MLP,BUTTER-E,0,48842.0,14.0,2.0,1.0,0.2718959907996784,370.604839263416,11157.794474,0,1,0,0,0,0,0,0,16777216|4|0|48842.0|rectangle
004742a8-7b49-48e7-9c5c-c2e5ead55cb3,8388608,9,3000,256,1041141.043222,MLP,BUTTER-E,0,12958.0,8.0,4.0,1.0,0.0900899366400157,363.3568184920391,2865.3405970000003,0,0,0,0,0,0,0,1,8388608|9|0|12958.0|wide_first_8x
0047845d-510d-4278-9ee0-e68c520b78ea,256,6,3000,256,572091.7631429998,MLP,BUTTER-E,0,48842.0,14.0,2.0,1.0,0.2718959907996784,344.06487188298416,1662.743889,1,0,0,0,0,0,0,0,256|6|0|48842.0|exponential
004c4792-17a5-4d63-8eef-bb7584ccfaf3,512,3,3000,256,110259.41522399966,MLP,BUTTER-E,0,12958.0,8.0,4.0,1.0,0.0900899366400157,325.9448499098472,338.276292,0,0,0,0,0,0,1,0,512|3|0|12958.0|wide_first_4x
